Film Title,Character,Gender,Race/Ethnicity,Culture,Role,Marginalized,POC,Dialogue,Cleaned Dialogue,Sentiment Scores,Compound Score,Sentiment
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"Jambalaya, gumbo …It’s gonna have it all!","Jambalaya, gumbo …It is going to have it all!","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,"I always wanted to try red beans and rice, - Muffulettas, po’ boys…","I always wanted to try red beans and rice, - Muffulettas, po’ boys…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,Stop Louis. You two are making me so very hungry. Interesting.,Stop Louis. You two are making me so very hungry. Interesting.,"{'neg': 0.152, 'neu': 0.623, 'pos': 0.224, 'compound': 0.2598}",0.2598,Positive 😊
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,What are you doing?,What are you doing?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,You are frightening the food. This is harder than it looks.,You are frightening the food. This is harder than it looks.,"{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.4939}",-0.4939,Negative 😡
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"What? Oh, no! No, no, no! There is no way I’m kissing a frog and eating a bug on the same day. Ah! No no no.","What? Oh, no! No, no, no! There is no way I am kissing a frog and eating a bug on the same day. Ah! No no no.","{'neg': 0.497, 'neu': 0.403, 'pos': 0.1, 'compound': -0.8951}",-0.8951,Negative 😡
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,Hello.,Hello.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Hold stil!,Hold stil!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,You are making this very difficult.,You are making this very difficult.,"{'neg': 0.358, 'neu': 0.642, 'pos': 0.0, 'compound': -0.4201}",-0.4201,Negative 😡
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,"Y’all found anything to eat yet, ah? Oh, my! Hang on. Old Louis gotta comin’. No, no, no, no … How’s that?","You all found anything to eat yet, ah? Oh, my! Hang on. Old Louis got to comin’. No, no, no, no … How is that?","{'neg': 0.321, 'neu': 0.679, 'pos': 0.0, 'compound': -0.8152}",-0.8152,Negative 😡
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,This could be a little better.,This could be a little better.,"{'neg': 0.0, 'neu': 0.605, 'pos': 0.395, 'compound': 0.3832}",0.3832,Positive 😊
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,You know what this needs? A shaft stick! Be right back!,You know what this needs? A shaft stick! Be right back!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,This is all your fault!,This is all your fault!,"{'neg': 0.428, 'neu': 0.572, 'pos': 0.0, 'compound': -0.4574}",-0.4574,Negative 😡
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,"My fault… my fault … Let me tell you something. I was… Well, look at you! Girl, I guess you and your boyfriend got a little carried away, am I right, am I right? - No, no, no, that’s not possible! - … I am the prince of Maldonia! Let me shine a little light on the situation. ‘cuse me. One more time now. That’s cool. Oh, it’s ok baby, I’m not gonna explode me. I ain’t no fire cracka! Got my big butt roundness. Right. Women like a man with big back porch. Oh you know… You are done this a real goof of somethin’. Nobody’s going to help? - Oh, dear! - Hang on, cap’. I’m just.. Get the noise comin’ out. I’ll catch the fish. Get one, get two. Aroun’ a fishing time","My fault… my fault … Let me tell you something. I was… Well, look at you! Girl, I guess you and your boyfriend got a little carried away, am I right, am I right? - No, no, no, that is not possible! - … I am the prince of Maldonia! Let me shine a little light on the situation. ‘cuse me. One more time now. That is cool. Oh, it is ok baby, I am not going to explode me. I are not no fire cracka! Got my big butt roundness. Right. Women like a man with big back porch. Oh you know… You are done this a real goof of something. Nobody’s going to help? - Oh, dear! - Hang on, cap’. I am just.. Get the noise comin’ out. I will catch the fish. Get one, get two. Aroun’ a fishing time","{'neg': 0.081, 'neu': 0.792, 'pos': 0.127, 'compound': 0.7553}",0.7553,Positive 😊
The Princess and the Frog,Ray,Male,African American,New Orleans,Supporting,False,True,"‘Bout time I introduce myself. My name Raymond, but everybody call me Ray..","‘Bout time I introduce myself. My name Raymond, but everybody call me Ray..","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,"Pardon me, but your accent… It’s funny, you know?","Pardon me, but your accent… It is funny, you know?","{'neg': 0.0, 'neu': 0.593, 'pos': 0.407, 'compound': 0.6705}",0.6705,Positive 😊
The Princess and the Frog,Ray,Male,African American,New Orleans,Supporting,False,True,"Oh, I'm Cajun, bruh. Born branded the Bayou. You must be a new around here, ah?","Oh, I am Cajun, bruh. Born branded the Bayou. You must be a new around here, ah?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,"Actually, we’re from the place … Far, far away from this world.","Actually, we are from the place … Far, far away from this world.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Ray,Male,African American,New Orleans,Supporting,False,True,Go to bed. Y’all from Shreveport?,Go to bed. You all from Shreveport?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,"No, no, no. We are people!","No, no, no. We are people!","{'neg': 0.697, 'neu': 0.303, 'pos': 0.0, 'compound': -0.7088}",-0.7088,Negative 😡
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,The prince charming here got himself turned into a frog by a voodoo witch doctor.,The prince charming here got himself turned into a frog by a voodoo witch doctor.,"{'neg': 0.145, 'neu': 0.636, 'pos': 0.22, 'compound': 0.3182}",0.3182,Positive 😊
The Princess and the Frog,Ray,Male,African American,New Orleans,Supporting,False,True,"Well, there you go.","Well, there you go.","{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.2732}",0.2732,Positive 😊
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"And we are on a way to Mama Odie’s, we think maybe she could…","And we are on a way to Mama Odie’s, we think maybe she could…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Ray,Male,African American,New Orleans,Supporting,False,True,"Mama Odie? Ya'll headin’ the wrong direction, chere. Now what kinda chucklehead told y’all to go thisa way?","Mama Odie? Ya'll headin’ the wrong direction, chere. Now what kind of chucklehead told you all to go thisa way?","{'neg': 0.27, 'neu': 0.73, 'pos': 0.0, 'compound': -0.7686}",-0.7686,Negative 😡
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,I found the stick!,I found the stick!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Louis … Ray here says you’ve been taking us in the wrong direction.,Louis … Ray here says you have been taking us in the wrong direction.,"{'neg': 0.205, 'neu': 0.795, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative 😡
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,"I was …listen, I was confused by the topography and… The geography and choreography.","I was …listen, I was confused by the topography and… The geography and choreography.","{'neg': 0.173, 'neu': 0.827, 'pos': 0.0, 'compound': -0.3182}",-0.3182,Negative 😡
The Princess and the Frog,Ray,Male,African American,New Orleans,Supporting,False,True,First rule the Bayou. Never take the rescue from a gator. Me and my relations those will help you yard the way.,First rule the Bayou. Never take the rescue from a gator. Me and my relations those will help you yard the way.,"{'neg': 0.111, 'neu': 0.779, 'pos': 0.111, 'compound': -0.0005}",-0.0005,Neutral 😐
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,Achedanza! .,Achedanza! .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Ray,Male,African American,New Orleans,Supporting,False,True,"Hey, Cousin Randy, You are ready for the Bayou Zydeco.","Hey, Cousin Randy, You are ready for the Bayou Zydeco.","{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}",0.3612,Positive 😊
The Princess and the Frog,Ray,Male,African American,New Orleans,Supporting,False,True,"Alright, Lulu! Let’s get to it, darling! Come on, chere! Just follow the bouncing butt!. We’re gonna take ya down, We’re gonna take ya down We’re gonna take ya all the way down. We’re gonna take ya down, We’re gonna take ya down We’re gonna take ya all the way. Goin’ down the bayou! Goin’ down the bayou! Goin’ down the bayou! Taking ya all the way! We got the whole family! There goes Mimi! Cousin Boudreau! Grandma Ma, you’re light on! We all gon’ pool together Down here that’s how we do! Me for them, and them for me, We all be there for you! We’re gonna take ya, We’re gonna take ya We’re gonna take ya all the way down We know where yer going and we’re going with you Taking you all the way Goin’ down the bayou! Goin’ down the bayou! Goin’ down the bayou! Take ya all…. Yeah, you know! Come on y’all! Keep that life flowin’, and them lights a’glowin! Yeah, you’re right! Dr. Facilier: Friends, I know I’m in hack to you all pretty deep already, but it seems or little froggy prince lost his way. And I need your generous assistance getting him back. Hahaha, I hear you. Now, what’s in it for you? Well… As soon as I dispose of Big Daddy La Bouff, then I’m gonna run this town. I’ll have the entire city of New Orleans in the palm of my hand. And you’ll have all the wayward souls your dark little hearts desire. You all love that, don’t you? So, we got ourselves a deal? Hahaha! Now we’re cooking! We’re gonna find ourselves a frog. Search everywhere: The bayou, the quarter… bring him to me alive. I need his heart pumping… For now. Allez, tout de suite!","Alright, Lulu! Let us get to it, darling! Come on, chere! Just follow the bouncing butt!. We are going to take ya down, We are going to take ya down We are going to take ya all the way down. We are going to take ya down, We are going to take ya down We are going to take ya all the way. Going down the bayou! Going down the bayou! Going down the bayou! Taking ya all the way! We got the whole family! There goes Mimi! Cousin Boudreau! Grandma Ma, you are light on! We all gon’ pool together Down here that is how we do! Me for them, and them for me, We all be there for you! We are going to take ya, We are going to take ya We are going to take ya all the way down We know where yer going and we are going with you Taking you all the way Going down the bayou! Going down the bayou! Going down the bayou! Take ya all…. Yeah, you know! Come on you all! Keep that life flowin’, and them lights a’glowin! Yeah, you are right! Dr. Facilier: Friends, I know I am in hack to you all pretty deep already, but it seems or little froggy prince lost his way. And I need your generous assistance getting him back. Hahaha, I hear you. Now, what is in it for you? Well… As soon as I dispose of Big Daddy La Bouff, then I am going to run this town. I will have the entire city of New Orleans in the palm of my hand. And you will have all the wayward souls your dark little hearts desire. You all love that, do not you? So, we got ourselves a deal? Hahaha! Now we are cooking! We are going to find ourselves a frog. Search everywhere: The bayou, the quarter… bring him to me alive. I need his heart pumping… For now. Allez, tout de suite!","{'neg': 0.012, 'neu': 0.865, 'pos': 0.123, 'compound': 0.9909}",0.9909,Positive 😊
The Princess and the Frog,Ray,Male,African American,New Orleans,Supporting,False,True,Ray will take you the rest of way!,Ray will take you the rest of way!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Nice meetin’ you all!,Nice meetin’ you all!,"{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.4753}",0.4753,Positive 😊
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,"Bye, Bye pooky!","Bye, Bye pooky!","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Ray,Male,African American,New Orleans,Supporting,False,True,"Adieu, bye, bye amis. And don’t forget to tell Angela that Ray said Bonjour!","Adieu, bye, bye amis. And do not forget to tell Angela that Ray said Bonjour!","{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.2401}",0.2401,Positive 😊
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,That’s your girl?,That is your girl?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Ray,Male,African American,New Orleans,Supporting,False,True,"Oh, no, no, no … My girl…That's Evangeline.","Oh, no, no, no … My girl…That is Evangeline.","{'neg': 0.569, 'neu': 0.431, 'pos': 0.0, 'compound': -0.6808}",-0.6808,Negative 😡
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Evangeline?,Evangeline?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Ray,Male,African American,New Orleans,Supporting,False,True,"She is the most prettiest butterfly ever did glow. You know, I talk to Evangeline almost every night. She is kind of shy, not say much. But I know in my heart someday we gonna be together.","She is the most prettiest butterfly ever did glow. You know, I talk to Evangeline almost every night. She is kind of shy, not say much. But I know in my heart someday we going to be together.","{'neg': 0.043, 'neu': 0.891, 'pos': 0.065, 'compound': 0.2144}",0.2144,Positive 😊
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"Oh, that’s so sweet.","Oh, that is so sweet.","{'neg': 0.0, 'neu': 0.509, 'pos': 0.491, 'compound': 0.5949}",0.5949,Positive 😊
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,"Yes, so sweet … Just do not settle down so quickly, friend. There are plenty of fireflies in this world. What?","Yes, so sweet … Just do not settle down so quickly, friend. There are plenty of fireflies in this world. What?","{'neg': 0.0, 'neu': 0.642, 'pos': 0.358, 'compound': 0.8581}",0.8581,Positive 😊
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,"Prick ambushers got me … Get down, get down! Darkness … it’s closin’ in. I’m so cold.","Prick ambushers got me … Get down, get down! Darkness … it is closin’ in. I am so cold.","{'neg': 0.251, 'neu': 0.749, 'pos': 0.0, 'compound': -0.5707}",-0.5707,Negative 😡
The Princess and the Frog,Ray,Male,African American,New Orleans,Supporting,False,True,"Will you hold still, big baby?  I touched you yet. Oh, take a look at that two jumpers. I can taste the frog legs already… With a sauce picante, right Pa? Will you keep quiet! Oh, my thought is exactly the same. It’s time to catch up some frogs.","Will you hold still, big baby?  I touched you yet. Oh, take a look at that two jumpers. I can taste the frog legs already… With a sauce picante, right Pa? Will you keep quiet! Oh, my thought is exactly the same. It is time to catch up some frogs.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,"You know, waitress, I've finally figured out what is wrong with you.","You know, waitress, I have finally figured out what is wrong with you.","{'neg': 0.22, 'neu': 0.78, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative 😡
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Have you now?,Have you now?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,"You do not know how to have fun. There. So, what do you have to say?","You do not know how to have fun. There. So, what do you have to say?","{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.5106}",0.5106,Positive 😊
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"Thank you. 'Cause I figured out what your problem is, too.","Thank you. Because I figured out what your problem is, too.","{'neg': 0.205, 'neu': 0.606, 'pos': 0.189, 'compound': -0.0516}",-0.0516,Negative 😡
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,I'm too wonderful?,I am too wonderful?,"{'neg': 0.0, 'neu': 0.351, 'pos': 0.649, 'compound': 0.5719}",0.5719,Positive 😊
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"No. You're a no-account, philanderin', lazy bump on the log!","No. You are a no-account, philanderin', lazy bump on the log!","{'neg': 0.384, 'neu': 0.616, 'pos': 0.0, 'compound': -0.6114}",-0.6114,Negative 😡
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,Killjoy!,Killjoy!,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5255}",-0.5255,Negative 😡
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,What did you say?,What did you say?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,Nothing.  Stick-in-the-mud!,Nothing.  Stick-in-the-mud!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"Listen here, Mister. This ""stick-in-the-mud"" has had to work two jobs her whole life while you've been suckin' on a silver spoon, chasing chambermaids 'round your ivory tower!","Listen here, Mister. This ""stick-in-the-mud"" has had to work two jobs her whole life while you have been suckin' on a silver spoon, chasing chambermaids 'round your ivory tower!","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,"Actually, it's polished marble. Uh, I got me one, boys! Get the little one over there.","Actually, it is polished marble. Uh, I got me one, boys! Get the little one over there.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,Hunters with guns! Look at his big frog legs. I will mixed them…,Hunters with guns! Look at his big frog legs. I will mixed them…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Ray,Male,African American,New Orleans,Supporting,False,True,"Oh, no, no, no. A bug gotta do what a bug gotta do! I think I got chipped my favorite tooth.","Oh, no, no, no. A bug got to do what a bug got to do! I think I got chipped my favorite tooth.","{'neg': 0.277, 'neu': 0.603, 'pos': 0.121, 'compound': -0.4389}",-0.4389,Negative 😡
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,"Come on, go. Would you stop that? Hold still, pa. No, no, no, you idiot, don’t shoot.","Come on, go. Would you stop that? Hold still, pa. No, no, no, you idiot, do not shoot.","{'neg': 0.463, 'neu': 0.459, 'pos': 0.078, 'compound': -0.8428}",-0.8428,Negative 😡
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,Watch this. Missed it! Get out of way!,Watch this. Missed it! Get out of way!,"{'neg': 0.285, 'neu': 0.715, 'pos': 0.0, 'compound': -0.4184}",-0.4184,Negative 😡
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"And we talk, too.","And we talk, too.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,"You alright there, little bud?","You alright there, little bud?","{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.25}",0.25,Positive 😊
The Princess and the Frog,Ray,Male,African American,New Orleans,Supporting,False,True,"Oh, I’m fine… but your breath done killed me to death!","Oh, I am fine… but your breath done killed me to death!","{'neg': 0.569, 'neu': 0.431, 'pos': 0.0, 'compound': -0.9312}",-0.9312,Negative 😡
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,Would you mind?,Would you mind?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Ray,Male,African American,New Orleans,Supporting,False,True,"I got you cover, brah.","I got you cover, brah.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,"Ah, much obliged, PeeWee. Now how about … The other side.","Ah, much obliged, PeeWee. Now how about … The other side.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,And we talk too. I like that! You are secretly funny.,And we talk too. I like that! You are secretly funny.,"{'neg': 0.0, 'neu': 0.584, 'pos': 0.416, 'compound': 0.69}",0.69,Positive 😊
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Not a stick in the mud?,Not a stick in the mud?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,W-well I was…,W-well I was…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Say it.,Say it.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,All right… You’re not exactly…,All right… You are not exactly…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"I can’t hear you, I’m sorry. What?","I cannot hear you, I am sorry. What?","{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.0772}",-0.0772,Negative 😡
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,…a complete stick deep in the mud.,…a complete stick deep in the mud.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,Easy! Easy!,Easy! Easy!,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.7494}",0.7494,Positive 😊
The Princess and the Frog,Ray,Male,African American,New Orleans,Supporting,False,True,"This one's in there, ain't it? Hold on. Chere, I know we got to get to Mama Odie lickity split but … This particular extractification is going to take a while, yeah.","This one's in there, are not it? Hold on. Chere, I know we got to get to Mama Odie lickity split but … This particular extractification is going to take a while, yeah.","{'neg': 0.0, 'neu': 0.912, 'pos': 0.088, 'compound': 0.4215}",0.4215,Positive 😊
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"Oh, poor Louis.","Oh, poor Louis.","{'neg': 0.608, 'neu': 0.392, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative 😡
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,You know what would make me feel better? Crawfish snuged in Remoulade Sauce. Mercy!,You know what would make me feel better? Crawfish snuged in Remoulade Sauce. Mercy!,"{'neg': 0.0, 'neu': 0.678, 'pos': 0.322, 'compound': 0.69}",0.69,Positive 😊
The Princess and the Frog,Ray,Male,African American,New Orleans,Supporting,False,True,Just a little more.,Just a little more.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,"Some banana foster sprinkled with pralines.. Oh, Mama!","Some banana foster sprinkled with pralines.. Oh, Mama!","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,How about swamp gumbo?,How about swamp gumbo?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Louis,Male,African American,New Orleans,Supporting,False,True,That’ll do.,That will do.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,"Sounds delicious! I’ll start with free dinner cocktail and something to nibble on, while I wait, thanks.","Sounds delicious! I will start with free dinner cocktail and something to nibble on, while I wait, thanks.","{'neg': 0.0, 'neu': 0.561, 'pos': 0.439, 'compound': 0.8805}",0.8805,Positive 😊
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"No, no, no, no, Your Royal Highness. You are gonna to mince this mushrooms.","No, no, no, no, Your Royal Highness. You are going to to mince this mushrooms.","{'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.7783}",-0.7783,Negative 😡
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,To do what? Mince the mushrooms.,To do what? Mince the mushrooms.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"Hop, to it!","Hop, to it!","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,This is ridiculous.,This is ridiculous.,"{'neg': 0.556, 'neu': 0.444, 'pos': 0.0, 'compound': -0.3612}",-0.3612,Negative 😡
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,Are you mincing?,Are you mincing?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,All right … Relax.,All right … Relax.,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,Positive 😊
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,"Step aside, Mister. Watch … And learn.","Step aside, Mister. Watch … And learn.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,All right.,All right.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Tiana,Female,African American,New Orleans,Protagonist,True,True,There you go.,There you go.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
The Princess and the Frog,Prince Naveen,Male,Middle Eastern,Maldonia,Protagonist,False,True,"You know, I never done anything like this before.","You know, I never done anything like this before.","{'neg': 0.232, 'neu': 0.768, 'pos': 0.0, 'compound': -0.2755}",-0.2755,Negative 😡
