Character,Gender,Race/Ethnicity,Culture,Role,Marginalized,POC,Dialogue,Cleaned Dialogue
Miguel,Male,Latino,Mexican,Protagonist,False,True,"You said my great-great grandpa town, throwing some big party.","You said my great-great grandpa town, throwing some big party."
Hector,Male,Latino,Mexican,Supporting,True,True,his own rehearsal?,his own rehearsal?
Miguel,Male,Latino,Mexican,Protagonist,False,True,"If you're such good friends, how come he didn't invite you?","If you are such good friends, how come he did not invite you?"
Hector,Male,Latino,Mexican,Supporting,True,True,come he didn't invite YOU? H ctor walks away from Miguel toward the musicians.,come he did not invite YOU? H ctor walks away from Miguel toward the musicians.
Hector,Male,Latino,Mexican,Supporting,True,True,about this party? 60.,about this party? 60.
Hector,Male,Latino,Mexican,Supporting,True,True,funny.,funny.
Miguel,Male,Latino,Mexican,Protagonist,False,True,Chorizo?,Chorizo?
Hector,Male,Latino,Mexican,Supporting,True,True,I don't want to talk about it.,I do not want to talk about it.
Hector,Male,Latino,Mexican,Supporting,True,True,"I didn't choke, okay -- I got food poisoning, which is a big difference! More laughter.","I did not choke, okay -- I got food poisoning, which is a big difference! More laughter."
Hector,Male,Latino,Mexican,Supporting,True,True,(to Miguel) This is why I don't like important jerks!,This is why I do not like important jerks!
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Hey, I'm a musician.","Hey, I am a musician."
Hector,Male,Latino,Mexican,Supporting,True,True,You are? 61.,You are? 61.
Hector,Male,Latino,Mexican,Supporting,True,True,"No, no, no, chamaco, you are loco if you think-- Miguel looks to his hands, progressed in their skeletal transformation.","No, no, no, chamaco, you are loco if you think-- Miguel looks to his hands, progressed in their skeletal transformation."
Miguel,Male,Latino,Mexican,Protagonist,False,True,I need to get my great-great grandfather's blessing. Miguel looks up to H ctor.,I need to get my great-great grandfather's blessing. Miguel looks up to H ctor.
Miguel,Male,Latino,Mexican,Protagonist,False,True,You know where I can get a guitar? H ctor sighs.,You know where I can get a guitar? H ctor sighs.
Hector,Male,Latino,Mexican,Supporting,True,True,"CUT TO: Pepita sweeps across the sky, landing in a darkened corner. She casts a shadow on the wall, then lurches into the light. She sniffs out the spot where H ctor painted Miguel's face, The Dead Riveras follow after her.","CUT TO: Pepita sweeps across the sky, landing in a darkened corner. She casts a shadow on the wall, then lurches into the light. She sniffs out the spot where H ctor painted Miguel's face, The Dead Riveras follow after her."
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,you found our boy?,you found our boy?
Tia Rosita,Female,Latino,Mexican,Supporting,False,True,A footprint! 62.,A footprint! 62.
Papa Julio,Male,Latino,Mexican,Supporting,False,True,It's a Rivera boot!,It is a Rivera boot!
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,"Miguel. Pepita leans forward, breathes again, and the glow spreads to reveal a trail of footprints. CUT TO: his bony knuckles, concern on his face.","Miguel. Pepita leans forward, breathes again, and the glow spreads to reveal a trail of footprints. CUT TO: his bony knuckles, concern on his face."
Hector,Male,Latino,Mexican,Supporting,True,True,Why the heck would you wanna be a musician?,Why the heck would you want to be a musician?
Miguel,Male,Latino,Mexican,Protagonist,False,True,My great-great grandpa was a musician.,My great-great grandpa was a musician.
Hector,Male,Latino,Mexican,Supporting,True,True,like a monkey for complete,like a monkey for complete
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Whadda you know? As Miguel descends the staircase, de la Cruz's distant glowing tower is obscured by old forgotten buildings.","Whadda you know? As Miguel descends the staircase, de la Cruz's distant glowing tower is obscured by old forgotten buildings."
Miguel,Male,Latino,Mexican,Protagonist,False,True,"So, how far is this guitar anyway?","So, how far is this guitar anyway?"
Hector,Male,Latino,Mexican,Supporting,True,True,63. H ctor jumps from the stairway and crashes on the ground,63. H ctor jumps from the stairway and crashes on the ground
Hector,Male,Latino,Mexican,Supporting,True,True,"Keep up, chamaco, come on! H ctor leads Miguel through a stone archway. Graffiti on the archway depicts skeletal angels with wings the color of marigolds. Inside the archway, a group of ratty skeletons huddle around dusty, not unlike H ctor, but there's a camaraderie about them.","Keep up, chamaco, come on! H ctor leads Miguel through a stone archway. Graffiti on the archway depicts skeletal angels with wings the color of marigolds. Inside the archway, a group of ratty skeletons huddle around dusty, not unlike H ctor, but there is a camaraderie about them."
Miguel,Male,Latino,Mexican,Protagonist,False,True,These people are all your family?,These people are all your family?
Hector,Male,Latino,Mexican,Supporting,True,True,"with no photos or ofrendas, no forgotten, you know? (beat) So, we all call each other cousin, or t o, or whatever. They approach three old ladies playing cards around a wooden","with no photos or ofrendas, no forgotten, you know?  So, we all call each other cousin, or t o, or whatever. They approach three old ladies playing cards around a wooden"
Hector,Male,Latino,Mexican,Supporting,True,True,H ctor hands them a bottle. 64.,H ctor hands them a bottle. 64.
Hector,Male,Latino,Mexican,Supporting,True,True,Chicharr n around?,Chicharr n around?
Hector,Male,Latino,Mexican,Supporting,True,True,"Who doesn't like a visit from Cousin H ctor? everywhere: stacks of old dishes, a drawer full of pocket H ctor spies a hammock piled with old junk, a dusty hat on CHICHARR N.","Who does not like a visit from Cousin H ctor? everywhere: stacks of old dishes, a drawer full of pocket H ctor spies a hammock piled with old junk, a dusty hat on CHICHARR N."
Hector,Male,Latino,Mexican,Supporting,True,True,"Buenas noches, Chicharr n!","Buenas noches, Chicharr n!"
Chicarron,Male,Latino,Mexican,Supporting,True,True,"I don't want to see your stupid face, H ctor.","I do not want to see your stupid face, H ctor."
Hector,Male,Latino,Mexican,Supporting,True,True,brought you a little offering!,brought you a little offering!
Hector,Male,Latino,Mexican,Supporting,True,True,"I would, Cheech, but the thing really need to borrow your guitar.","I would, Cheech, but the thing really need to borrow your guitar."
Hector,Male,Latino,Mexican,Supporting,True,True,Yes? 65.,Yes? 65.
Hector,Male,Latino,Mexican,Supporting,True,True,"I promise we'll bring it right back. Chicharr n sits up, incensed.","I promise we will bring it right back. Chicharr n sits up, incensed."
Chicarron,Male,Latino,Mexican,Supporting,True,True,Like the time you promised to bring back my van?,Like the time you promised to bring back my van?
Chicarron,Male,Latino,Mexican,Supporting,True,True,Or my mini-fridge?,Or my mini-fridge?
Hector,Male,Latino,Mexican,Supporting,True,True,"Ah, you see -","Ah, you see -"
Hector,Male,Latino,Mexican,Supporting,True,True,"No, no, not like those times.","No, no, not like those times."
Chicarron,Male,Latino,Mexican,Supporting,True,True,"then he weakens and collapses in his hammock, a golden","then he weakens and collapses in his hammock, a golden"
Hector,Male,Latino,Mexican,Supporting,True,True,"Whoa, whoa -- you okay, amigo?","Whoa, whoa -- you okay, amigo?"
Chicarron,Male,Latino,Mexican,Supporting,True,True,(looking to guitar) I couldn't even play that thing if I wanted to. (beat) You play me something. H ctor looks surprised.,I could not even play that thing if I wanted to.  You play me something. H ctor looks surprised.
Hector,Male,Latino,Mexican,Supporting,True,True,"You know I don't play anymore, 66.","You know I do not play anymore, 66."
Chicarron,Male,Latino,Mexican,Supporting,True,True,"H ctor sighs, then reaches over Chicharr n and takes the instrument.","H ctor sighs, then reaches over Chicharr n and takes the instrument."
Hector,Male,Latino,Mexican,Supporting,True,True,H ctor begins tuning the guitar.,H ctor begins tuning the guitar.
Chicarron,Male,Latino,Mexican,Supporting,True,True,"You know my favorite, H ctor. Miguel's eyes go wide at H ctor's skill.","You know my favorite, H ctor. Miguel's eyes go wide at H ctor's skill."
Hector,Male,Latino,Mexican,Supporting,True,True,"(singing) WELL EVERYONE KNOWS JUANITA, HER EYES EACH A DIFFERENT COLOR. HER TEETH STICK OUT, AND HER CHIN GOES IN, H ctor eyes Miguel.","WELL EVERYONE KNOWS JUANITA, HER EYES EACH A DIFFERENT COLOR. HER TEETH STICK OUT, AND HER CHIN GOES IN, H ctor eyes Miguel."
Chicarron,Male,Latino,Mexican,Supporting,True,True,Those aren't the words!,Those are not the words!
Hector,Male,Latino,Mexican,Supporting,True,True,"There are children present. (continuing) HER HAIR IS LIKE A BRIAR, SHE STANDS IN A BOW-LEGGED STANCE. AND IF I WEREN'T SO UGLY, SHE'D POSSIBLY GIVE ME A CHANCE! H ctor finishes with a soft flourish. bright.","There are children present.  HER HAIR IS LIKE A BRIAR, SHE STANDS IN A BOW-LEGGED STANCE. AND IF I WERE NOT SO UGLY, SHE WOULD POSSIBLY GIVE ME A CHANCE! H ctor finishes with a soft flourish. bright."
Chicarron,Male,Latino,Mexican,Supporting,True,True,"67. Miguel is stunned, concerned. H ctor picks up his shot glass, lifts it in honor, and which is still full.","67. Miguel is stunned, concerned. H ctor picks up his shot glass, lifts it in honor, and which is still full."
Hector,Male,Latino,Mexican,Supporting,True,True,"He's been forgotten. (beat) When there's no one left in the living world who remembers you, you","He is been forgotten.  When there is no one left in the living world who remembers you, you"
Miguel,Male,Latino,Mexican,Protagonist,False,True,Where did he go?,Where did he go?
Hector,Male,Latino,Mexican,Supporting,True,True,No one knows. Miguel has a thought.,No one knows. Miguel has a thought.
Hector,Male,Latino,Mexican,Supporting,True,True,"No, it doesn't work like that, to be passed down by those who knew us in life -- in the stories they left alive to pass down Cheech's Miguel is deep in thought. H ctor puts his hand on Miguel's back, suddenly cheerful.","No, it does not work like that, to be passed down by those who knew us in life -- in the stories they left alive to pass down Cheech's Miguel is deep in thought. H ctor puts his hand on Miguel's back, suddenly cheerful."
Hector,Male,Latino,Mexican,Supporting,True,True,"Hey, it happens to everyone eventually. He gives Miguel the guitar.","Hey, it happens to everyone eventually. He gives Miguel the guitar."
Hector,Male,Latino,Mexican,Supporting,True,True,"a contest to win. 68. at the glasses, then turns and follows. H ctor and Miguel hang off the back of a moving trolley. Miguel holds H ctor's photo in his hands, scanning it, while H ctor fiddles on the guitar idly.","a contest to win. 68. at the glasses, then turns and follows. H ctor and Miguel hang off the back of a moving trolley. Miguel holds H ctor's photo in his hands, scanning it, while H ctor fiddles on the guitar idly."
Miguel,Male,Latino,Mexican,Protagonist,False,True,"You told me you hated musicians, you never said you were one.","You told me you hated musicians, you never said you were one."
Hector,Male,Latino,Mexican,Supporting,True,True,"How do you think I knew your great- everything he knows. H ctor plays a fancy riff, but botches the last note.","How do you think I knew your great- everything he knows. H ctor plays a fancy riff, but botches the last note."
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Ernesto de la Cruz, the greatest musician of all time?","Ernesto de la Cruz, the greatest musician of all time?"
Hector,Male,Latino,Mexican,Supporting,True,True,"eyebrows of all time maybe but his music, eh, not so much.","eyebrows of all time maybe but his music, eh, not so much."
Miguel,Male,Latino,Mexican,Protagonist,False,True,You don't know what you're talking The trolley arrives at the stop for the PLAZA DE LA CRUZ. There's a giant statue of Ernesto de la Cruz in the center. Miguel pockets H ctor's photo.,You do not know what you are talking The trolley arrives at the stop for the PLAZA DE LA CRUZ. There is a giant statue of Ernesto de la Cruz in the center. Miguel pockets H ctor's photo.
Hector,Male,Latino,Mexican,Supporting,True,True,"Welcome to the Plaza de la Cruz! (beat) Showtime, chamaco! H ctor hands the guitar to Miguel. beautiful dresses, violins, pyrotechnic bullfight, dancing. A t-shirt vendor is selling ""de la Cruz"" shirts.","Welcome to the Plaza de la Cruz!  Showtime, chamaco! H ctor hands the guitar to Miguel. beautiful dresses, violins, pyrotechnic bullfight, dancing. A t-shirt vendor is selling ""de la Cruz"" shirts."
Hector,Male,Latino,Mexican,Supporting,True,True,"That's our ticket, muchacho.","That is our ticket, muchacho."
Hector,Male,Latino,Mexican,Supporting,True,True,gonna play?,going to play?
Miguel,Male,Latino,Mexican,Protagonist,False,True,Miguel plucks out the beginnings of de la Cruz's most famous,Miguel plucks out the beginnings of de la Cruz's most famous
Hector,Male,Latino,Mexican,Supporting,True,True,70.,70.
Miguel,Male,Latino,Mexican,Protagonist,False,True,"C'mon, it's his most popular song!","C'mon, it is his most popular song!"
Hector,Male,Latino,Mexican,Supporting,True,True,"Ehck, it's too popular. Elsewhere backstage, they notice multiple other acts rehearsing their versions.","Ehck, it is too popular. Elsewhere backstage, they notice multiple other acts rehearsing their versions."
Hector,Male,Latino,Mexican,Supporting,True,True,You always this nervous before a performance? 71.,You always this nervous before a performance? 71.
Miguel,Male,Latino,Mexican,Protagonist,False,True,I don't know -- I've never performed before.,I do not know -- I have never performed before.
Hector,Male,Latino,Mexican,Supporting,True,True,musician!,musician!
Miguel,Male,Latino,Mexican,Protagonist,False,True,I am! (beat),I am!
Hector,Male,Latino,Mexican,Supporting,True,True,"(beat) No, no, no, no, no, you have to H ctor reaches for the guitar.","No, no, no, no, no, you have to H ctor reaches for the guitar."
Hector,Male,Latino,Mexican,Supporting,True,True,"I'll go up there-- Miguel recoils, keeping hold of the instrument.","I will go up there-- Miguel recoils, keeping hold of the instrument."
Hector,Male,Latino,Mexican,Supporting,True,True,Why?,Why?
Miguel,Male,Latino,Mexican,Protagonist,False,True,If I can't go out there and play musician?,If I cannot go out there and play musician?
Miguel,Male,Latino,Mexican,Protagonist,False,True,'Cuz I don't just want to get de la,'Cuz I do not just want to get de la
Hector,Male,Latino,Mexican,Supporting,True,True,"himself, H ctor softens. 72.","himself, H ctor softens. 72."
Hector,Male,Latino,Mexican,Supporting,True,True,"Okay. (beat) Okay. (beat) you've got to PERFORM! Miguel perks, surprised that H ctor wants to help.","Okay.  Okay.  you have got to PERFORM! Miguel perks, surprised that H ctor wants to help."
Hector,Male,Latino,Mexican,Supporting,True,True,"s quenlo, s quenlo! H ctor does a loose-bone skeletal shimmy and Miguel copies.","s quenlo, s quenlo! H ctor does a loose-bone skeletal shimmy and Miguel copies."
Hector,Male,Latino,Mexican,Supporting,True,True,Now gimme your best grito!,Now give me your best grito!
Miguel,Male,Latino,Mexican,Protagonist,False,True,My best grito?,My best grito?
Miguel,Male,Latino,Mexican,Protagonist,False,True,(uncertain) Dante whimpers.,Dante whimpers.
Hector,Male,Latino,Mexican,Supporting,True,True,"On stage, Los Chachalacos wrap up to raucous applause.","On stage, Los Chachalacos wrap up to raucous applause."
Hector,Male,Latino,Mexican,Supporting,True,True,"Miguel, look at me.","Miguel, look at me."
Hector,Male,Latino,Mexican,Supporting,True,True,(beat) (MORE) 73.,73.
Hector,Male,Latino,Mexican,Supporting,True,True,attention and don't let it go!,attention and do not let it go!
Hector,Male,Latino,Mexican,Supporting,True,True,this!,this!
Hector,Male,Latino,Mexican,Supporting,True,True,H ctor's face contorts with a mix of encouragement and dread.,H ctor's face contorts with a mix of encouragement and dread.
Hector,Male,Latino,Mexican,Supporting,True,True,(to Dante) playing?,playing?
Miguel,Male,Latino,Mexican,Protagonist,False,True,HAAAAAAAI-YAAAAAAAAAAAI-YAAAAAAAAI! intro.,HAAAAAAAI-YAAAAAAAAAAAI-YAAAAAAAAI! intro.
Miguel,Male,Latino,Mexican,Protagonist,False,True,"(singing) WHAT COLOR IS THE SKY? AY MI AMOR, AY MI AMOR","WHAT COLOR IS THE SKY? AY MI AMOR, AY MI AMOR"
Hector,Male,Latino,Mexican,Supporting,True,True,"Once in the spotlight, H ctor warms up and busts out some percussive footwork to Miguel's guitar.","Once in the spotlight, H ctor warms up and busts out some percussive footwork to Miguel's guitar."
Miguel,Male,Latino,Mexican,Protagonist,False,True,Not bad for a dead guy!,Not bad for a dead guy!
Hector,Male,Latino,Mexican,Supporting,True,True,"You're not so bad yourself, CUT TO: 75.","You are not so bad yourself, CUT TO: 75."
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,The Dead Riveras fan out through the audience.,The Dead Riveras fan out through the audience.
Tia Rosita,Female,Latino,Mexican,Supporting,False,True,Have you seen a living boy?,Have you seen a living boy?
Hector,Male,Latino,Mexican,Supporting,True,True,"Miguel swells and looks back out the crowd when he suddenly looks to stage right, where he sees Pap  Julio talking to the Emcee!","Miguel swells and looks back out the crowd when he suddenly looks to stage right, where he sees Pap  Julio talking to the Emcee!"
Hector,Male,Latino,Mexican,Supporting,True,True,"Hey, where are you going?","Hey, where are you going?"
Miguel,Male,Latino,Mexican,Protagonist,False,True,We gotta get outta here.,We got to get outta here.
Hector,Male,Latino,Mexican,Supporting,True,True,to win this thing!,to win this thing!
Hector,Male,Latino,Mexican,Supporting,True,True,ONLY person who could send you home.,ONLY person who could send you home.
Miguel,Male,Latino,Mexican,Protagonist,False,True,"I do have other family, but--","I do have other family, but--"
Hector,Male,Latino,Mexican,Supporting,True,True,You could have taken my photo back,You could have taken my photo back
Miguel,Male,Latino,Mexican,Protagonist,False,True,musician's blessing!,musician's blessing!
Hector,Male,Latino,Mexican,Supporting,True,True,You lied to me!,You lied to me!
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Oh, you're one to talk!","Oh, you are one to talk!"
Hector,Male,Latino,Mexican,Supporting,True,True,gonna last the night! (beat) I'm not gonna miss my one chance to cross that bridge 'cause you want to live out some stupid musical fantasy!,going to last the night!  I am not going to miss my one chance to cross that bridge because you want to live out some stupid musical fantasy!
Miguel,Male,Latino,Mexican,Protagonist,False,True,It's not stupid. H ctor grabs Miguel's arm and pulls him toward the stage.,It is not stupid. H ctor grabs Miguel's arm and pulls him toward the stage.
Hector,Male,Latino,Mexican,Supporting,True,True,I'm taking you to your family.,I am taking you to your family.
Miguel,Male,Latino,Mexican,Protagonist,False,True,Let go of me!,Let go of me!
Hector,Male,Latino,Mexican,Supporting,True,True,You'll thank me later-- 78. Miguel yanks his arms away.,You will thank me later-- 78. Miguel yanks his arms away.
Miguel,Male,Latino,Mexican,Protagonist,False,True,"You don't wanna help me, you only dumb photo! He pulls H ctor's photo out of his pocket and throws it at drifts into the crowd.","You do not want to help me, you only dumb photo! He pulls H ctor's photo out of his pocket and throws it at drifts into the crowd."
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Stay away from me! As H ctor scrambles to catch his photo, Miguel runs away. H ctor looks up but Miguel is gone.","Stay away from me! As H ctor scrambles to catch his photo, Miguel runs away. H ctor looks up but Miguel is gone."
Hector,Male,Latino,Mexican,Supporting,True,True,attention.,attention.
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Dante, c llate! him back to H ctor.","Dante, c llate! him back to H ctor."
Miguel,Male,Latino,Mexican,Protagonist,False,True,"me! him off, but his hoodie slips off, revealing the arms of a","me! him off, but his hoodie slips off, revealing the arms of a"
Miguel,Male,Latino,Mexican,Protagonist,False,True,"out of here! Miguel yanks his hoodie away from Dante, who shrinks back, 79. hoodie back on.","out of here! Miguel yanks his hoodie away from Dante, who shrinks back, 79. hoodie back on."
Miguel,Male,Latino,Mexican,Protagonist,False,True,"AAHH! Then, peeking over the jaguar's head is an even more terrifying sight: Mam  Imelda riding atop.","AAHH! Then, peeking over the jaguar's head is an even more terrifying sight: Mam  Imelda riding atop."
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,am giving you my blessing and you are going home!,am giving you my blessing and you are going home!
Miguel,Male,Latino,Mexican,Protagonist,False,True,I don't want your blessing! Miguel scrambles upright and bounds for a narrow alley staircase.,I do not want your blessing! Miguel scrambles upright and bounds for a narrow alley staircase.
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,"Not able to get through on her spirit guide, Imelda is forced to pursue Miguel on foot.","Not able to get through on her spirit guide, Imelda is forced to pursue Miguel on foot."
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,He wriggles through an iron gate.,He wriggles through an iron gate.
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,I am trying to save your life! She is stopped by the gate.,I am trying to save your life! She is stopped by the gate.
Miguel,Male,Latino,Mexican,Protagonist,False,True,You're ruining my life! 80.,You are ruining my life! 80.
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,What?,What?
Miguel,Male,Latino,Mexican,Protagonist,False,True,Music's the only thing that makes that away! (beat) You'll never understand. Miguel heads away from her up the stairs.,Music's the only thing that makes that away!  You will never understand. Miguel heads away from her up the stairs.
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,"(singing) Y AUNQUE LA VIDA ME CUESTE, back, confused.","Y AUNQUE LA VIDA ME CUESTE, back, confused."
Miguel,Male,Latino,Mexican,Protagonist,False,True,I thought you hated music.,I thought you hated music.
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,"Oh, I loved it. (reminiscing) I remember that feeling, when my husband would play, and I would sing and nothing else mattered. there was something in my life that play for the world. Mam  Imelda pauses for a moment, lost in a memory.","Oh, I loved it.  I remember that feeling, when my husband would play, and I would sing and nothing else mattered. there was something in my life that play for the world. Mam  Imelda pauses for a moment, lost in a memory."
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,We each made a sacrifice to get a choice.,We each made a sacrifice to get a choice.
Miguel,Male,Latino,Mexican,Protagonist,False,True,"(beat) Why can't you be on MY side? That's what family's supposed to do -- support you. (beat) But you never will. 81. shocked to see him so hurt, but Miguel turns away before she can answer and ascends the narrow staircase toward de la Cruz's tower. Miguel arrives at the foot of the hill to de la Cruz's tower. Vehicles from all eras (limousines, motor cars, carriages) drop off finely dressed guests who line up to get aboard a funicular that scales the tower to the mansion. A couple at the front of the line show a fancy invitation to a SECURITY GUARD, who then lets them onto the funicular.","Why cannot you be on MY side? That is what family's supposed to do -- support you.  But you never will. 81. shocked to see him so hurt, but Miguel turns away before she can answer and ascends the narrow staircase toward de la Cruz's tower. Miguel arrives at the foot of the hill to de la Cruz's tower. Vehicles from all eras  drop off finely dressed guests who line up to get aboard a funicular that scales the tower to the mansion. A couple at the front of the line show a fancy invitation to a SECURITY GUARD, who then let us them onto the funicular."
Miguel,Male,Latino,Mexican,Protagonist,False,True,great grandson! 82. Miguel strikes de la Cruz's signature pose with his guitar. CUT TO: runs up to them.,great grandson! 82. Miguel strikes de la Cruz's signature pose with his guitar. CUT TO: runs up to them.
Miguel,Male,Latino,Mexican,Protagonist,False,True,CUT TO: The Band Leader hands an invitation to the security guard.,CUT TO: The Band Leader hands an invitation to the security guard.
Miguel,Male,Latino,Mexican,Protagonist,False,True,Thanks guys! The funicular ascends. The doors of the funicular open to reveal de la Cruz's lavish,Thanks guys! The funicular ascends. The doors of the funicular open to reveal de la Cruz's lavish
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Gracias! Miguel heads off toward the mansion. On the stairs leading up, the party is bustling -- performers, servers and guests dressed to the nines. A fire breather lets out flames that transform into a flurry of butterflies.","Gracias! Miguel heads off toward the mansion. On the stairs leading up, the party is bustling -- performers, servers and guests dressed to the nines. A fire breather let us out flames that transform into a flurry of butterflies."
Miguel,Male,Latino,Mexican,Protagonist,False,True,Miguel heads into the foyer but loses de la Cruz in the crowd.,Miguel heads into the foyer but loses de la Cruz in the crowd.
Miguel,Male,Latino,Mexican,Protagonist,False,True,Se or de la Cruz! Miguel elbows his way through the room.,Se or de la Cruz! Miguel elbows his way through the room.
Miguel,Male,Latino,Mexican,Protagonist,False,True,"de la-- He finds himself in a huge hall with hundreds of guests, the de la Cruz's movies.","de la-- He finds himself in a huge hall with hundreds of guests, the de la Cruz's movies."
Ernesto De La Cruz,Male,Latino,Mexican,Antagonist,False,True,"When you see your moment, you must seize it. spanning mash-up soundtrack. A clip of de la Cruz riding his noble steed plays behind Miguel.","When you see your moment, you must seize it. spanning mash-up soundtrack. A clip of de la Cruz riding his noble steed plays behind Miguel."
Ernesto De La Cruz,Male,Latino,Mexican,Antagonist,False,True,"We're almost there, Dante. 84. Miguel jumps to see above the crowd.","We are almost there, Dante. 84. Miguel jumps to see above the crowd."
Miguel,Male,Latino,Mexican,Protagonist,False,True,Miguel is unable to get his great-great grandfather's Cruz as a good-natured priest:,Miguel is unable to get his great-great grandfather's Cruz as a good-natured priest:
Ernesto De La Cruz,Male,Latino,Mexican,Antagonist,False,True,"You must have faith, sister.","You must have faith, sister."
Ernesto De La Cruz,Male,Latino,Mexican,Antagonist,False,True,"the landing of a grand staircase, he stands above the crowd. Miguel takes a breath and throws out a grito as loud as he The DJ fades the music. guests turn. As a hush falls on the crowd, the sound of Miguel's guitar becomes singular.","the landing of a grand staircase, he stands above the crowd. Miguel takes a breath and throws out a grito as loud as he The DJ fades the music. guests turn. As a hush falls on the crowd, the sound of Miguel's guitar becomes singular."
Miguel,Male,Latino,Mexican,Protagonist,False,True,"FOR THIS MUSIC IS MY LANG-- The party-goers gasp, but it's Ernesto who rolls up his sleeves, and, in true movie hero fashion, jumps into the pool and lifts a coughing Miguel to the edge.","FOR THIS MUSIC IS MY LANG-- The party-goers gasp, but it is Ernesto who rolls up his sleeves, and, in true movie hero fashion, jumps into the pool and lifts a coughing Miguel to the edge."
Ernesto De La Cruz,Male,Latino,Mexican,Antagonist,False,True,"Are you all right, ni o? The crowd gasps and murmurs.","Are you all right, ni o? The crowd gasps and murmurs."
Ernesto De La Cruz,Male,Latino,Mexican,Antagonist,False,True,the one who came from the Land of the Living.,the one who came from the Land of the Living.
Ernesto De La Cruz,Male,Latino,Mexican,Antagonist,False,True,You are all anyone has been talking,You are all anyone has been talking
Miguel,Male,Latino,Mexican,Protagonist,False,True,grandson.,grandson.
Miguel,Male,Latino,Mexican,Protagonist,False,True,"back home and be a musician, just like you. (beat) (MORE) 86.","back home and be a musician, just like you.   86."
Miguel,Male,Latino,Mexican,Protagonist,False,True,"The rest of our family, they you would?","The rest of our family, they you would?"
Ernesto De La Cruz,Male,Latino,Mexican,Antagonist,False,True,"My boy, with a talent like yours, how could I not listen? Miguel hugs de la Cruz who sweeps Miguel up onto his shoulders, showing him off to the room.","My boy, with a talent like yours, how could I not listen? Miguel hugs de la Cruz who sweeps Miguel up onto his shoulders, showing him off to the room."
Ernesto De La Cruz,Male,Latino,Mexican,Antagonist,False,True,I HAVE A GREAT-GREAT GRANDSON! The crowd roars. CUT TO:,I HAVE A GREAT-GREAT GRANDSON! The crowd roars. CUT TO:
Hector,Male,Latino,Mexican,Supporting,True,True,the list.,the list.
Hector,Male,Latino,Mexican,Supporting,True,True,"Hector steps onto the funicular, readjusting his unibrow to maintain his diguise. CUT TO: Quick cuts over instrumental version of ""Remember Me:"" De la Cruz barges into several conversations, proudly themselves into a group laughing in the garden (which includes Jorge Negrete & Pedro Infante): 87.","Hector steps onto the funicular, readjusting his unibrow to maintain his diguise. CUT TO: Quick cuts over instrumental version of ""Remember Me:"" De la Cruz barges into several conversations, proudly themselves into a group laughing in the garden : 87."
Ernesto De La Cruz,Male,Latino,Mexican,Antagonist,False,True,met my great-great-grandson? CUT TO: De la Cruz and Miguel ride up on horseback while guests play polo:,met my great-great-grandson? CUT TO: De la Cruz and Miguel ride up on horseback while guests play polo:
Ernesto De La Cruz,Male,Latino,Mexican,Antagonist,False,True,My great-great grandson! CUT TO: In the parlor:,My great-great grandson! CUT TO: In the parlor:
Ernesto De La Cruz,Male,Latino,Mexican,Antagonist,False,True,boot! CUT TO: Miguel chats away with de la Cruz and guests.,boot! CUT TO: Miguel chats away with de la Cruz and guests.
Miguel,Male,Latino,Mexican,Protagonist,False,True,"dimple. De la Cruz laughs, delighted.","dimple. De la Cruz laughs, delighted."
Ernesto De La Cruz,Male,Latino,Mexican,Antagonist,False,True,No dimple! CUT TO: A film clip is projected in the main hall. acts along with the clip.,No dimple! CUT TO: A film clip is projected in the main hall. acts along with the clip.
Ernesto De La Cruz,Male,Latino,Mexican,Antagonist,False,True,"You know, I did all my own stunts. CUT TO: A small crowd sways, arms around shoulders, as Miguel and De la Cruz gestures to the massive piles of gifts from his to the ceiling.","You know, I did all my own stunts. CUT TO: A small crowd sways, arms around shoulders, as Miguel and De la Cruz gestures to the massive piles of gifts from his to the ceiling."
Ernesto De La Cruz,Male,Latino,Mexican,Antagonist,False,True,"All of this came from my amazing fans in the Land of the Living! They leave me more offerings than I know what to do with! Miguel takes in the room, it's almost too much to absorb. Something seems to be on the boy's mind.","All of this came from my amazing fans in the Land of the Living! They leave me more offerings than I know what to do with! Miguel takes in the room, it is almost too much to absorb. Something seems to be on the boy's mind."
Miguel,Male,Latino,Mexican,Protagonist,False,True,No -- it's all great.,No -- it is all great.
