Character,Gender,Race/Ethnicity,Culture,Role,Marginalized,POC,Dialogue,Cleaned Dialogue,Sentiment Scores,Compound Score,Sentiment
Hector,Male,Latino,Mexican,Supporting,True,True,"Ah, you see -","Ah, you see -","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Hector,Male,Latino,Mexican,Supporting,True,True,"No, no, not like those times.","No, no, not like those times.","{'neg': 0.685, 'neu': 0.315, 'pos': 0.0, 'compound': -0.6715}",-0.6715,Negative 😡
Chicarron,Male,Latino,Mexican,Supporting,True,True,"then he weakens and collapses in his hammock, a golden","then he weakens and collapses in his hammock, a golden","{'neg': 0.391, 'neu': 0.609, 'pos': 0.0, 'compound': -0.5423}",-0.5423,Negative 😡
Hector,Male,Latino,Mexican,Supporting,True,True,"Whoa, whoa -- you okay, amigo?","Whoa, whoa -- you okay, amigo?","{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.2263}",0.2263,Positive 😊
Chicarron,Male,Latino,Mexican,Supporting,True,True,(looking to guitar) I couldn't even play that thing if I wanted to. (beat) You play me something. H ctor looks surprised.,I could not even play that thing if I wanted to.  You play me something. H ctor looks surprised.,"{'neg': 0.215, 'neu': 0.685, 'pos': 0.1, 'compound': -0.2896}",-0.2896,Negative 😡
Hector,Male,Latino,Mexican,Supporting,True,True,"You know I don't play anymore, 66.","You know I do not play anymore, 66.","{'neg': 0.253, 'neu': 0.747, 'pos': 0.0, 'compound': -0.2584}",-0.2584,Negative 😡
Chicarron,Male,Latino,Mexican,Supporting,True,True,"H ctor sighs, then reaches over Chicharr n and takes the instrument.","H ctor sighs, then reaches over Chicharr n and takes the instrument.","{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.0516}",0.0516,Positive 😊
Hector,Male,Latino,Mexican,Supporting,True,True,H ctor begins tuning the guitar.,H ctor begins tuning the guitar.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Chicarron,Male,Latino,Mexican,Supporting,True,True,"You know my favorite, H ctor. Miguel's eyes go wide at H ctor's skill.","You know my favorite, H ctor. Miguel's eyes go wide at H ctor's skill.","{'neg': 0.0, 'neu': 0.786, 'pos': 0.214, 'compound': 0.4588}",0.4588,Positive 😊
Hector,Male,Latino,Mexican,Supporting,True,True,"(singing) WELL EVERYONE KNOWS JUANITA, HER EYES EACH A DIFFERENT COLOR. HER TEETH STICK OUT, AND HER CHIN GOES IN, H ctor eyes Miguel.","WELL EVERYONE KNOWS JUANITA, HER EYES EACH A DIFFERENT COLOR. HER TEETH STICK OUT, AND HER CHIN GOES IN, H ctor eyes Miguel.","{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.4278}",0.4278,Positive 😊
Chicarron,Male,Latino,Mexican,Supporting,True,True,Those aren't the words!,Those are not the words!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Hector,Male,Latino,Mexican,Supporting,True,True,"There are children present. (continuing) HER HAIR IS LIKE A BRIAR, SHE STANDS IN A BOW-LEGGED STANCE. AND IF I WEREN'T SO UGLY, SHE'D POSSIBLY GIVE ME A CHANCE! H ctor finishes with a soft flourish. bright.","There are children present.  HER HAIR IS LIKE A BRIAR, SHE STANDS IN A BOW-LEGGED STANCE. AND IF I WERE NOT SO UGLY, SHE WOULD POSSIBLY GIVE ME A CHANCE! H ctor finishes with a soft flourish. bright.","{'neg': 0.0, 'neu': 0.68, 'pos': 0.32, 'compound': 0.9211}",0.9211,Positive 😊
Chicarron,Male,Latino,Mexican,Supporting,True,True,"67. Miguel is stunned, concerned. H ctor picks up his shot glass, lifts it in honor, and which is still full.","67. Miguel is stunned, concerned. H ctor picks up his shot glass, lifts it in honor, and which is still full.","{'neg': 0.062, 'neu': 0.796, 'pos': 0.142, 'compound': 0.4215}",0.4215,Positive 😊
Hector,Male,Latino,Mexican,Supporting,True,True,"He's been forgotten. (beat) When there's no one left in the living world who remembers you, you","He is been forgotten.  When there is no one left in the living world who remembers you, you","{'neg': 0.204, 'neu': 0.796, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative 😡
Miguel,Male,Latino,Mexican,Protagonist,False,True,Where did he go?,Where did he go?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Hector,Male,Latino,Mexican,Supporting,True,True,No one knows. Miguel has a thought.,No one knows. Miguel has a thought.,"{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative 😡
Hector,Male,Latino,Mexican,Supporting,True,True,"No, it doesn't work like that, to be passed down by those who knew us in life -- in the stories they left alive to pass down Cheech's Miguel is deep in thought. H ctor puts his hand on Miguel's back, suddenly cheerful.","No, it does not work like that, to be passed down by those who knew us in life -- in the stories they left alive to pass down Cheech's Miguel is deep in thought. H ctor puts his hand on Miguel's back, suddenly cheerful.","{'neg': 0.084, 'neu': 0.736, 'pos': 0.18, 'compound': 0.7176}",0.7176,Positive 😊
Hector,Male,Latino,Mexican,Supporting,True,True,"Hey, it happens to everyone eventually. He gives Miguel the guitar.","Hey, it happens to everyone eventually. He gives Miguel the guitar.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Hector,Male,Latino,Mexican,Supporting,True,True,"a contest to win. 68. at the glasses, then turns and follows. H ctor and Miguel hang off the back of a moving trolley. Miguel holds H ctor's photo in his hands, scanning it, while H ctor fiddles on the guitar idly.","a contest to win. 68. at the glasses, then turns and follows. H ctor and Miguel hang off the back of a moving trolley. Miguel holds H ctor's photo in his hands, scanning it, while H ctor fiddles on the guitar idly.","{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.5859}",0.5859,Positive 😊
Miguel,Male,Latino,Mexican,Protagonist,False,True,"You told me you hated musicians, you never said you were one.","You told me you hated musicians, you never said you were one.","{'neg': 0.276, 'neu': 0.724, 'pos': 0.0, 'compound': -0.6369}",-0.6369,Negative 😡
Hector,Male,Latino,Mexican,Supporting,True,True,"How do you think I knew your great- everything he knows. H ctor plays a fancy riff, but botches the last note.","How do you think I knew your great- everything he knows. H ctor plays a fancy riff, but botches the last note.","{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.4678}",0.4678,Positive 😊
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Ernesto de la Cruz, the greatest musician of all time?","Ernesto de la Cruz, the greatest musician of all time?","{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.6369}",0.6369,Positive 😊
Hector,Male,Latino,Mexican,Supporting,True,True,"eyebrows of all time maybe but his music, eh, not so much.","eyebrows of all time maybe but his music, eh, not so much.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Miguel,Male,Latino,Mexican,Protagonist,False,True,You don't know what you're talking The trolley arrives at the stop for the PLAZA DE LA CRUZ. There's a giant statue of Ernesto de la Cruz in the center. Miguel pockets H ctor's photo.,You do not know what you are talking The trolley arrives at the stop for the PLAZA DE LA CRUZ. There is a giant statue of Ernesto de la Cruz in the center. Miguel pockets H ctor's photo.,"{'neg': 0.059, 'neu': 0.941, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative 😡
Hector,Male,Latino,Mexican,Supporting,True,True,"Welcome to the Plaza de la Cruz! (beat) Showtime, chamaco! H ctor hands the guitar to Miguel. beautiful dresses, violins, pyrotechnic bullfight, dancing. A t-shirt vendor is selling ""de la Cruz"" shirts.","Welcome to the Plaza de la Cruz!  Showtime, chamaco! H ctor hands the guitar to Miguel. beautiful dresses, violins, pyrotechnic bullfight, dancing. A t-shirt vendor is selling ""de la Cruz"" shirts.","{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.8168}",0.8168,Positive 😊
Hector,Male,Latino,Mexican,Supporting,True,True,"That's our ticket, muchacho.","That is our ticket, muchacho.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Hector,Male,Latino,Mexican,Supporting,True,True,gonna play?,going to play?,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}",0.34,Positive 😊
Miguel,Male,Latino,Mexican,Protagonist,False,True,Miguel plucks out the beginnings of de la Cruz's most famous,Miguel plucks out the beginnings of de la Cruz's most famous,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Hector,Male,Latino,Mexican,Supporting,True,True,70.,70.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Miguel,Male,Latino,Mexican,Protagonist,False,True,"C'mon, it's his most popular song!","C'mon, it is his most popular song!","{'neg': 0.0, 'neu': 0.639, 'pos': 0.361, 'compound': 0.5244}",0.5244,Positive 😊
Hector,Male,Latino,Mexican,Supporting,True,True,"Ehck, it's too popular. Elsewhere backstage, they notice multiple other acts rehearsing their versions.","Ehck, it is too popular. Elsewhere backstage, they notice multiple other acts rehearsing their versions.","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.4215}",0.4215,Positive 😊
Hector,Male,Latino,Mexican,Supporting,True,True,You always this nervous before a performance? 71.,You always this nervous before a performance? 71.,"{'neg': 0.284, 'neu': 0.716, 'pos': 0.0, 'compound': -0.3346}",-0.3346,Negative 😡
Miguel,Male,Latino,Mexican,Protagonist,False,True,I don't know -- I've never performed before.,I do not know -- I have never performed before.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Hector,Male,Latino,Mexican,Supporting,True,True,musician!,musician!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Miguel,Male,Latino,Mexican,Protagonist,False,True,I am! (beat),I am!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Hector,Male,Latino,Mexican,Supporting,True,True,"(beat) No, no, no, no, no, you have to H ctor reaches for the guitar.","No, no, no, no, no, you have to H ctor reaches for the guitar.","{'neg': 0.573, 'neu': 0.365, 'pos': 0.062, 'compound': -0.8316}",-0.8316,Negative 😡
Hector,Male,Latino,Mexican,Supporting,True,True,"I'll go up there-- Miguel recoils, keeping hold of the instrument.","I will go up there-- Miguel recoils, keeping hold of the instrument.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Hector,Male,Latino,Mexican,Supporting,True,True,Why?,Why?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Miguel,Male,Latino,Mexican,Protagonist,False,True,If I can't go out there and play musician?,If I cannot go out there and play musician?,"{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.34}",0.34,Positive 😊
Miguel,Male,Latino,Mexican,Protagonist,False,True,'Cuz I don't just want to get de la,'Cuz I do not just want to get de la,"{'neg': 0.133, 'neu': 0.867, 'pos': 0.0, 'compound': -0.0572}",-0.0572,Negative 😡
Hector,Male,Latino,Mexican,Supporting,True,True,"himself, H ctor softens. 72.","himself, H ctor softens. 72.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Hector,Male,Latino,Mexican,Supporting,True,True,"Okay. (beat) Okay. (beat) you've got to PERFORM! Miguel perks, surprised that H ctor wants to help.","Okay.  Okay.  you have got to PERFORM! Miguel perks, surprised that H ctor wants to help.","{'neg': 0.0, 'neu': 0.559, 'pos': 0.441, 'compound': 0.7712}",0.7712,Positive 😊
Hector,Male,Latino,Mexican,Supporting,True,True,"s quenlo, s quenlo! H ctor does a loose-bone skeletal shimmy and Miguel copies.","s quenlo, s quenlo! H ctor does a loose-bone skeletal shimmy and Miguel copies.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Hector,Male,Latino,Mexican,Supporting,True,True,Now gimme your best grito!,Now give me your best grito!,"{'neg': 0.0, 'neu': 0.527, 'pos': 0.473, 'compound': 0.6696}",0.6696,Positive 😊
Miguel,Male,Latino,Mexican,Protagonist,False,True,My best grito?,My best grito?,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",0.6369,Positive 😊
Miguel,Male,Latino,Mexican,Protagonist,False,True,(uncertain) Dante whimpers.,Dante whimpers.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Hector,Male,Latino,Mexican,Supporting,True,True,"On stage, Los Chachalacos wrap up to raucous applause.","On stage, Los Chachalacos wrap up to raucous applause.","{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.4215}",0.4215,Positive 😊
Hector,Male,Latino,Mexican,Supporting,True,True,"Miguel, look at me.","Miguel, look at me.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Hector,Male,Latino,Mexican,Supporting,True,True,(beat) (MORE) 73.,73.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Hector,Male,Latino,Mexican,Supporting,True,True,attention and don't let it go!,attention and do not let it go!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Hector,Male,Latino,Mexican,Supporting,True,True,this!,this!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Hector,Male,Latino,Mexican,Supporting,True,True,H ctor's face contorts with a mix of encouragement and dread.,H ctor's face contorts with a mix of encouragement and dread.,"{'neg': 0.234, 'neu': 0.547, 'pos': 0.219, 'compound': -0.0516}",-0.0516,Negative 😡
Hector,Male,Latino,Mexican,Supporting,True,True,(to Dante) playing?,playing?,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2023}",0.2023,Positive 😊
Miguel,Male,Latino,Mexican,Protagonist,False,True,HAAAAAAAI-YAAAAAAAAAAAI-YAAAAAAAAI! intro.,HAAAAAAAI-YAAAAAAAAAAAI-YAAAAAAAAI! intro.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Miguel,Male,Latino,Mexican,Protagonist,False,True,"(singing) WHAT COLOR IS THE SKY? AY MI AMOR, AY MI AMOR","WHAT COLOR IS THE SKY? AY MI AMOR, AY MI AMOR","{'neg': 0.0, 'neu': 0.529, 'pos': 0.471, 'compound': 0.8402}",0.8402,Positive 😊
Hector,Male,Latino,Mexican,Supporting,True,True,"Once in the spotlight, H ctor warms up and busts out some percussive footwork to Miguel's guitar.","Once in the spotlight, H ctor warms up and busts out some percussive footwork to Miguel's guitar.","{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.2732}",0.2732,Positive 😊
Miguel,Male,Latino,Mexican,Protagonist,False,True,Not bad for a dead guy!,Not bad for a dead guy!,"{'neg': 0.0, 'neu': 0.313, 'pos': 0.687, 'compound': 0.7639}",0.7639,Positive 😊
Hector,Male,Latino,Mexican,Supporting,True,True,"You're not so bad yourself, CUT TO: 75.","You are not so bad yourself, CUT TO: 75.","{'neg': 0.226, 'neu': 0.512, 'pos': 0.262, 'compound': 0.1247}",0.1247,Positive 😊
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,The Dead Riveras fan out through the audience.,The Dead Riveras fan out through the audience.,"{'neg': 0.341, 'neu': 0.476, 'pos': 0.183, 'compound': -0.4588}",-0.4588,Negative 😡
Tia Rosita,Female,Latino,Mexican,Supporting,False,True,Have you seen a living boy?,Have you seen a living boy?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Hector,Male,Latino,Mexican,Supporting,True,True,"Miguel swells and looks back out the crowd when he suddenly looks to stage right, where he sees Pap  Julio talking to the Emcee!","Miguel swells and looks back out the crowd when he suddenly looks to stage right, where he sees Pap  Julio talking to the Emcee!","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Hector,Male,Latino,Mexican,Supporting,True,True,"Hey, where are you going?","Hey, where are you going?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Miguel,Male,Latino,Mexican,Protagonist,False,True,We gotta get outta here.,We got to get outta here.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Hector,Male,Latino,Mexican,Supporting,True,True,to win this thing!,to win this thing!,"{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.6239}",0.6239,Positive 😊
Hector,Male,Latino,Mexican,Supporting,True,True,ONLY person who could send you home.,ONLY person who could send you home.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Miguel,Male,Latino,Mexican,Protagonist,False,True,"I do have other family, but--","I do have other family, but--","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Hector,Male,Latino,Mexican,Supporting,True,True,You could have taken my photo back,You could have taken my photo back,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Miguel,Male,Latino,Mexican,Protagonist,False,True,musician's blessing!,musician's blessing!,"{'neg': 0.0, 'neu': 0.223, 'pos': 0.777, 'compound': 0.5411}",0.5411,Positive 😊
Hector,Male,Latino,Mexican,Supporting,True,True,You lied to me!,You lied to me!,"{'neg': 0.491, 'neu': 0.509, 'pos': 0.0, 'compound': -0.4389}",-0.4389,Negative 😡
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Oh, you're one to talk!","Oh, you are one to talk!","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Hector,Male,Latino,Mexican,Supporting,True,True,gonna last the night! (beat) I'm not gonna miss my one chance to cross that bridge 'cause you want to live out some stupid musical fantasy!,going to last the night!  I am not going to miss my one chance to cross that bridge because you want to live out some stupid musical fantasy!,"{'neg': 0.107, 'neu': 0.725, 'pos': 0.168, 'compound': -0.3049}",-0.3049,Negative 😡
Miguel,Male,Latino,Mexican,Protagonist,False,True,It's not stupid. H ctor grabs Miguel's arm and pulls him toward the stage.,It is not stupid. H ctor grabs Miguel's arm and pulls him toward the stage.,"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.4168}",0.4168,Positive 😊
Hector,Male,Latino,Mexican,Supporting,True,True,I'm taking you to your family.,I am taking you to your family.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Miguel,Male,Latino,Mexican,Protagonist,False,True,Let go of me!,Let go of me!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Hector,Male,Latino,Mexican,Supporting,True,True,You'll thank me later-- 78. Miguel yanks his arms away.,You will thank me later-- 78. Miguel yanks his arms away.,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.3612}",0.3612,Positive 😊
Miguel,Male,Latino,Mexican,Protagonist,False,True,"You don't wanna help me, you only dumb photo! He pulls H ctor's photo out of his pocket and throws it at drifts into the crowd.","You do not want to help me, you only dumb photo! He pulls H ctor's photo out of his pocket and throws it at drifts into the crowd.","{'neg': 0.228, 'neu': 0.772, 'pos': 0.0, 'compound': -0.7246}",-0.7246,Negative 😡
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Stay away from me! As H ctor scrambles to catch his photo, Miguel runs away. H ctor looks up but Miguel is gone.","Stay away from me! As H ctor scrambles to catch his photo, Miguel runs away. H ctor looks up but Miguel is gone.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Hector,Male,Latino,Mexican,Supporting,True,True,attention.,attention.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Dante, c llate! him back to H ctor.","Dante, c llate! him back to H ctor.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Miguel,Male,Latino,Mexican,Protagonist,False,True,"me! him off, but his hoodie slips off, revealing the arms of a","me! him off, but his hoodie slips off, revealing the arms of a","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Miguel,Male,Latino,Mexican,Protagonist,False,True,"out of here! Miguel yanks his hoodie away from Dante, who shrinks back, 79. hoodie back on.","out of here! Miguel yanks his hoodie away from Dante, who shrinks back, 79. hoodie back on.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Miguel,Male,Latino,Mexican,Protagonist,False,True,"AAHH! Then, peeking over the jaguar's head is an even more terrifying sight: Mam  Imelda riding atop.","AAHH! Then, peeking over the jaguar's head is an even more terrifying sight: Mam  Imelda riding atop.","{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.6468}",-0.6468,Negative 😡
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,am giving you my blessing and you are going home!,am giving you my blessing and you are going home!,"{'neg': 0.0, 'neu': 0.576, 'pos': 0.424, 'compound': 0.7088}",0.7088,Positive 😊
Miguel,Male,Latino,Mexican,Protagonist,False,True,I don't want your blessing! Miguel scrambles upright and bounds for a narrow alley staircase.,I do not want your blessing! Miguel scrambles upright and bounds for a narrow alley staircase.,"{'neg': 0.257, 'neu': 0.743, 'pos': 0.0, 'compound': -0.484}",-0.484,Negative 😡
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,"Not able to get through on her spirit guide, Imelda is forced to pursue Miguel on foot.","Not able to get through on her spirit guide, Imelda is forced to pursue Miguel on foot.","{'neg': 0.152, 'neu': 0.761, 'pos': 0.086, 'compound': -0.3182}",-0.3182,Negative 😡
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,He wriggles through an iron gate.,He wriggles through an iron gate.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,I am trying to save your life! She is stopped by the gate.,I am trying to save your life! She is stopped by the gate.,"{'neg': 0.123, 'neu': 0.65, 'pos': 0.227, 'compound': 0.3802}",0.3802,Positive 😊
Miguel,Male,Latino,Mexican,Protagonist,False,True,You're ruining my life! 80.,You are ruining my life! 80.,"{'neg': 0.314, 'neu': 0.686, 'pos': 0.0, 'compound': -0.3164}",-0.3164,Negative 😡
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,What?,What?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Miguel,Male,Latino,Mexican,Protagonist,False,True,Music's the only thing that makes that away! (beat) You'll never understand. Miguel heads away from her up the stairs.,Music's the only thing that makes that away!  You will never understand. Miguel heads away from her up the stairs.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,"(singing) Y AUNQUE LA VIDA ME CUESTE, back, confused.","Y AUNQUE LA VIDA ME CUESTE, back, confused.","{'neg': 0.277, 'neu': 0.723, 'pos': 0.0, 'compound': -0.3182}",-0.3182,Negative 😡
Miguel,Male,Latino,Mexican,Protagonist,False,True,I thought you hated music.,I thought you hated music.,"{'neg': 0.583, 'neu': 0.417, 'pos': 0.0, 'compound': -0.6369}",-0.6369,Negative 😡
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,"Oh, I loved it. (reminiscing) I remember that feeling, when my husband would play, and I would sing and nothing else mattered. there was something in my life that play for the world. Mam  Imelda pauses for a moment, lost in a memory.","Oh, I loved it.  I remember that feeling, when my husband would play, and I would sing and nothing else mattered. there was something in my life that play for the world. Mam  Imelda pauses for a moment, lost in a memory.","{'neg': 0.052, 'neu': 0.719, 'pos': 0.229, 'compound': 0.7845}",0.7845,Positive 😊
Mama Imelda,Female,Latino,Mexican,Supporting,False,True,We each made a sacrifice to get a choice.,We each made a sacrifice to get a choice.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Miguel,Male,Latino,Mexican,Protagonist,False,True,"(beat) Why can't you be on MY side? That's what family's supposed to do -- support you. (beat) But you never will. 81. shocked to see him so hurt, but Miguel turns away before she can answer and ascends the narrow staircase toward de la Cruz's tower. Miguel arrives at the foot of the hill to de la Cruz's tower. Vehicles from all eras (limousines, motor cars, carriages) drop off finely dressed guests who line up to get aboard a funicular that scales the tower to the mansion. A couple at the front of the line show a fancy invitation to a SECURITY GUARD, who then lets them onto the funicular.","Why cannot you be on MY side? That is what family's supposed to do -- support you.  But you never will. 81. shocked to see him so hurt, but Miguel turns away before she can answer and ascends the narrow staircase toward de la Cruz's tower. Miguel arrives at the foot of the hill to de la Cruz's tower. Vehicles from all eras  drop off finely dressed guests who line up to get aboard a funicular that scales the tower to the mansion. A couple at the front of the line show a fancy invitation to a SECURITY GUARD, who then let us them onto the funicular.","{'neg': 0.075, 'neu': 0.841, 'pos': 0.084, 'compound': -0.2633}",-0.2633,Negative 😡
Miguel,Male,Latino,Mexican,Protagonist,False,True,great grandson! 82. Miguel strikes de la Cruz's signature pose with his guitar. CUT TO: runs up to them.,great grandson! 82. Miguel strikes de la Cruz's signature pose with his guitar. CUT TO: runs up to them.,"{'neg': 0.219, 'neu': 0.622, 'pos': 0.159, 'compound': -0.1343}",-0.1343,Negative 😡
Miguel,Male,Latino,Mexican,Protagonist,False,True,CUT TO: The Band Leader hands an invitation to the security guard.,CUT TO: The Band Leader hands an invitation to the security guard.,"{'neg': 0.186, 'neu': 0.656, 'pos': 0.158, 'compound': -0.1111}",-0.1111,Negative 😡
Miguel,Male,Latino,Mexican,Protagonist,False,True,Thanks guys! The funicular ascends. The doors of the funicular open to reveal de la Cruz's lavish,Thanks guys! The funicular ascends. The doors of the funicular open to reveal de la Cruz's lavish,"{'neg': 0.0, 'neu': 0.834, 'pos': 0.166, 'compound': 0.4926}",0.4926,Positive 😊
Miguel,Male,Latino,Mexican,Protagonist,False,True,"Gracias! Miguel heads off toward the mansion. On the stairs leading up, the party is bustling -- performers, servers and guests dressed to the nines. A fire breather lets out flames that transform into a flurry of butterflies.","Gracias! Miguel heads off toward the mansion. On the stairs leading up, the party is bustling -- performers, servers and guests dressed to the nines. A fire breather let us out flames that transform into a flurry of butterflies.","{'neg': 0.059, 'neu': 0.867, 'pos': 0.074, 'compound': 0.1511}",0.1511,Positive 😊
Miguel,Male,Latino,Mexican,Protagonist,False,True,Miguel heads into the foyer but loses de la Cruz in the crowd.,Miguel heads into the foyer but loses de la Cruz in the crowd.,"{'neg': 0.197, 'neu': 0.803, 'pos': 0.0, 'compound': -0.4497}",-0.4497,Negative 😡
Miguel,Male,Latino,Mexican,Protagonist,False,True,Se or de la Cruz! Miguel elbows his way through the room.,Se or de la Cruz! Miguel elbows his way through the room.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral 😐
Miguel,Male,Latino,Mexican,Protagonist,False,True,"de la-- He finds himself in a huge hall with hundreds of guests, the de la Cruz's movies.","de la-- He finds himself in a huge hall with hundreds of guests, the de la Cruz's movies.","{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.3182}",0.3182,Positive 😊
